117	59	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f104">p. 58</a>.	édition	base			1
118	59	Orig. Bibl. nat., Fonds français, n° 3201, f° 83.		base			1
119	60	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f105">p. 59</a>.	édition	base			1
120	60	Orig. Bibl. imp. de Saint-Pétersbourg, vol. 34, f° 12.		base			1
121	61	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f106">p. 60</a>.	édition	base			1
122	61	Orig. Arch. particulières de M. Eugène de Serre<a class="note" href="#122">[note]</a>.		base			1
123	62	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f108">p. 62</a>.	édition	base			1
124	62	Orig. Archives de Florence.		base			1
125	63	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f108">p. 62</a>.	édition	base			1
126	63	Orig. Bibl. nat., Fonds français, n°15905, f° 161.		base			1
127	64	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f109">p. 63</a>.	édition	base			1
128	64	Copie. Bibl. nat., Fonds français, n° 3300, f° 52.		base			1
129	65	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f112">p. 66</a>.	édition	base			1
130	65	Orig. Bibl. nat., Fonds français, n° 3247, f° 63.		base			1
131	66	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f113">p. 67</a>.	édition	base			1
132	66	Copie. Bibl. nat., Fonds français, n° 3300, f° 55 v°.		base			1
133	67	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f125">p. 79</a>.	édition	base			1
